SKU,DESCRIPCION,GRUPO,FAMILIA,SUBFAMILIA,TIPO
F0313010002,CLASSEN NEO WOOD 16***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010003,CLASSEN NEO WOOD 21***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010004,CLASSEN NEO WOOD 23***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010005,CLASSEN NEO WOOD 31***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010006,CLASSEN NEO WOOD 33***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010007,CLASSEN NEO WOOD 41***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010008,CLASSEN NEO WOOD 52***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010009,CLASSEN NEO WOOD 53***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010010,CLASSEN NEO WOOD 61***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010011,CLASSEN NEO WOOD 22***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0313010012,CLASSEN NEO WOOD 32***,SELEKTIA,PISOS LAMINADO,SELEKTIA COMERCIAL,NEO
F0208012010,CUMALA 4' X 8'   4mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0101012001,"CUMALA FAS  4/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012002,"CUMALA FAS  6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012003,"CUMALA FAS  8/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012004,"CUMALA FAS 6'  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012005,"CUMALA FAS 6'  6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012006,"CUMALA FAS 6'  8/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012007,"CUMALA PRIMERA  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012008,"CUMALA PRIMERA  6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012009,"CUMALA PRIMERA  8/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012013,"CUMALA SEGUNDA  4/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012014,"CUMALA SEGUNDA  6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012015,"CUMALA SEGUNDA  8/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012016,"CUMALA PRIMERA  6'  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012017,"CUMALA PRIMERA  6'  6/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012018,"CUMALA PRIMERA  6'  8/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012019,"CUMALA SEGUNDA  6'  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012020,CUMALA CORTA 2',FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012021,CUMALA CORTA 3',FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012022,CUMALA CORTA 4',FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012023,CUMALA CORTA 5',FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012024,"CUMALA SELECTA LARGO ANGOSTA 4"" Y 5""  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012025,"CUMALA SELECTA LARGO ANGOSTA 4"" Y 5""  6/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012026,"CUMALA SELECTA LARGO ANGOSTA 4"" Y 5""  8/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012027,"CUMALA FAS  5/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012028,"CUMALA FAS 6'  5/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012029,"CUMALA PRIMERA  5/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012030,"CUMALA SEGUNDA  5/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012031,"CUMALA PRIMERA  6'  5/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012032,"CUMALA SEGUNDA  6'  5/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012036,"CUMALA SELECTA 4/4"" MTY",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012037,"CUMALA SELECTA 8/4"" MTY",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0101012038,"CUMALA SELECTA 6/4"" MTY",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMALA
F0201012001,CUMALA 4' X 8'   4.8mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012003,CUMALA 4' X 8'   5.2mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012004,CUMALA 4' X 8'   9mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012005,CUMALA 4' X 8'   12mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012006,CUMALA 4' X 8'   15mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012007,CUMALA 4' X 8'   18mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012008,CUMALA 4' X 8'   15mm   B/C  LISTON,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012009,CUMALA 4' X 8'   18mm   B/C  LISTON,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,CUMALA
F0201012010,TABLERO DE INGENIERIA CUMALA 4' X 8'   19mm,FORESTIA,TRIPLAY Y OTROS TABLEROS,TABLEROS DE INGENIERIA,CUMALA
F0101013001,"CUMARU SELECTO  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMARU
F0101013002,"CUMARU SELECTO  6/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMARU
F0101013003,"CUMARU SELECTO  8/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMARU
F0101013004,"CUMARU No. 1  4/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMARU
F0101013005,"CUMARU No. 1  6/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMARU
F0101013006,"CUMARU No. 1  8/4""",FORESTIA,MADERA ASERRADA,MADERAS TROPICALES IMPORTADA,CUMARU
F0320013001,CUMARU PREMIUM  L: 300 - 1500mm  A: 120mm  E: 19mm  -  PISO SOLIDO***,SELEKTIA,PISOS DE MADERA,PISOS SÓLIDOS,CUMARU
F0320013002,CUMARU NATURAL  L: 300 - 2100mm  A: 83mm  E: 19mm  -  PISO SOLIDO***,SELEKTIA,PISOS DE MADERA,PISOS SÓLIDOS,CUMARU
F0320013003,CUMARU PREMIUM  L: 600 - 1500mm  A: 120mm  E: 18mm  -  PISO SOLIDO***,SELEKTIA,PISOS DE MADERA,PISOS SÓLIDOS,CUMARU
F0501013001,"VIGAS CUMARU 4"" X 8"" X 20' ***",FORESTIA,DECKS Y VIGAS,VIGAS,CUMARU
F0501013002,"VIGAS CUMARU 3"" X 6"" X 20' ***",FORESTIA,DECKS Y VIGAS,VIGAS,CUMARU
F0501013222,"VIGAS CUMARU 2"" X 4"" X 20' ***",SELEKTIA,VIGAS,MADERAS TROPICALES IMPORTADA,CUMARU
F0422013001,"DECK CUMARU SELECTO 3/4"" x 3 1/2""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013002,"DECK CUMARU SELECTO 3/4"" x 4 1/8""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013003,"DECK CUMARU SELECTO 3/4"" x 4 1/4""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013004,"DECK CUMARU SELECTO 3/4"" x 5 1/2""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013005,"DECK CUMARU SELECTO 1"" x 3 1/2""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013006,"DECK CUMARU SELECTO 1"" x 5 1/2""",FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013007,"DECK CUMARU SELECTO 6' Y 7'   3/4"" x 3 1/2""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013008,"DECK CUMARU SELECTO 6' Y 7'   3/4"" x 4 1/8""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013009,"DECK CUMARU SELECTO 6' Y 7'   3/4"" x 4 1/4""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013010,"DECK CUMARU SELECTO 6' Y 7'   1"" x 3 1/2""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013011,"DECK CUMARU SELECTO 6' Y 7'   1"" x 5 1/2""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013012,"DECK CUMARU SELECTO 3/4"" x 3 1/4""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013013,"DECK CUMARU SELECTO 1"" x 4""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013014,"DECK CUMARU SELECTO 1"" x 3 3/8""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013015,"DECK CUMARU SELECTO 1"" x 5 1/4""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013016,"DECK CUMARU SELECTO 1"" x 5 3/8""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013017,"DECK CUMARU SELECTO 3/4"" x 3 1/8""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013018,"DECK CUMARU SELECTO 3/4"" x 3 3/8""",SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013019,DECK CUMARU 21mm x 100mm,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013020,DECK CUMARU 21MM,SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013021,DECK CUMARU 21mm x 115mm (NO UTILIZAR),SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013022,DECK CUMARU  95mm x 22.5mm (NO UTILIZAR),SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013023,DECK CUMARU  70.0mm x 22.5mm (NO UTILIZAR),SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013024,DECK CUMARU 19mm x 90mm,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013025,DECK CUMARU 25MM X 140MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013026,DECK CUMARU 19MM x 110MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013027,DECK CUMARU 25MM X 145MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013028,DECK CUMARU 25MM X 100MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013029,DECK CUMARU ROJO 20MMX100MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013030,DECK CUMARU 21mm x 130mm,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013031,DECK CUMARU SELECTO  105mm x 19mm x 8’ a + max 10% de 6’ y 7’,SELEKTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013032,DECK CUMARU 19mm x 105mm,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013033,DECK CUMARU #1 - 19MM x 110MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013034,DECK CUMARU 19MM X 110MM CORTO,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013037,DECK CUMARU 18mm x 90mm *OUTLET* ***,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013039,DECK CUMARU 21mm x 130mm CORTO,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013040,DECK CUMARU 20MMX100MM,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0422013041,DECK CUMARU 19mm x 90mm  CORTO,FORESTIA,DECKS Y VIGAS,DECKING,CUMARU
F0733102251,CAJA DE 200 CLIPS DE FIJACION DE 3/8 Y 200 TORNILLOS DE ACERO INOXIDABLE,FORESTIA,COMPLEMENTOS,PRODUCTOS DE INSTALACION,CUMARU
F0248014002,ROBLE BLANCO RANDOM 4' X 8'   5MM   A-4  MULTIPLY (MORI)***,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0248014003,ROBLE BLANCO RANDOM 4' X 8'   18MM   A/B  MULTIPLY (MORI)***,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0103014001,"ENCINO BLANCO FAS   4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014002,"ENCINO BLANCO FAS   6/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014003,"ENCINO BLANCO FAS   8/4"" *",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014004,"ENCINO BLANCO No. 1   4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014005,"ENCINO BLANCO No. 1   6/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014006,"ENCINO BLANCO No. 1   8/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014007,"ENCINO BLANCO No. 1  11' ANCHO  4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014008,"ENCINO ROJO #1 QUARTER SAWN  4/4"" *",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0103014009,"ENCINO ROJO NO.1 QUARTER SAWN  8/4"" *",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO BLANCO
F0203014001,ENCINO BLANCO  4' X 8'   4.8mm   A-4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203014003,ENCINO BLANCO 4' X 8'   12mm   A/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203014004,ENCINO BLANCO 4' X 8'   15mm   A/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203014005,ENCINO BLANCO 4' X 8'   18mm   A/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203014006,ENCINO BLANCO 4' X 8'   15mm   A/B  BLOCKBOARD,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203014007,ENCINO BLANCO 4' X 8'   18mm   A/B  BLOCKBOARD,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203014008,ENCINO BLANCO  4' X 8'   4.2mm   A-4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO BLANCO
F0203015001,ENCINO ROJO 4' X 8'   4.8mm   A-4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015002,ENCINO ROJO 4' X 8'   18mm   B/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015003,ENCINO ROJO 4' X 8'   12mm   A/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015004,ENCINO ROJO 4' X 8'   15mm   A/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015005,ENCINO ROJO 4' X 8'   18mm   A/B  MULTIPLY (CANENC18),FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015006,ENCINO ROJO 4' X 8'   15mm   A/B  BLOCKBOARD (MORI),FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015007,ENCINO ROJO 4' X 8'   18mm   A/B  BLOCKBOARD (MORI),FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015008,ENCINO ROJO 4' X 8'   18mm   B/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015010,ENCINO ROJO  4' X 8'   4.2mm   B/4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015011,ENCINO ROJO 4' X 8'   4.8mm   A-4  MULTIPLY (TENERIFE),FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015012,ENCINO ROJO 4' X 8'   15mm   A/B  MULTIPLY (TENERIFE)***,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015013,ENCINO ROJO 4' X 8'   18mm   B/B  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015014,ENCINO ROJO 4' X 8'   18mm   A/B  MULTIPLY***,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015015,ENCINO ROJO 4' X 8'   5.2mm,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015016,ENCINO ROJO 4' X 8'   19mm,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0203015017,ENCINO ROJO 4' X 8'   15mm   B/B,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0103015001,"ENCINO ROJO FAS  10"" A +   4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015002,"ENCINO ROJO FAS  10"" A +   6/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015003,"ENCINO ROJO FAS  10"" A +   8/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015004,"ENCINO ROJO FAS  4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015005,"ENCINO ROJO FAS  6/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015006,"ENCINO ROJO FAS  8/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015007,"ENCINO ROJO No. 1 APALACHES NORTE   4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015008,"ENCINO ROJO No. 1 APALACHES NORTE   6/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015009,"ENCINO ROJO No. 1 APALACHES NORTE   8/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015010,"ENCINO ROJO STAINED  4/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015011,"ENCINO ROJO STAINED  6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015012,"ENCINO ROJO STAINED  8/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015013,"ENCINO ROJO FAS 10"" A +   8/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015014,"ENCINO ROJO FAS 10"" A +   4/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015015,"ENCINO ROJO FAS 10"" A +   6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015016,"ENCINO ROJO N.1  4/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015019,"ENCINO ROJO FAS APALACHES SUR  12"" a +   4/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015020,"ENCINO ROJO FAS  NORTE   8/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015021,"ENCINO ROJO FAS  NORTE   6/4"" ***",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015022,"ENCINO ROJO FAS  NORTE   4/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015023,"ENCINO ROJO OUTLET 10"" A + 6/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0103015024,"ENCINO ROJO OUTLET 10"" A + 8/4""",FORESTIA,MADERA ASERRADA,MADERAS AMERICANAS Y EUROPEA,ENCINO ROJO
F0213045031,MD ENCINO ROJO 4' X 8'   4mm    A-4,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0213045032,MD ENCINO E.V. 4' X 8'   4mm***,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO PRECOMPUESTO,ENCINO ROJO
F0320015001,ENCINO ROJO  -  PISO SOLIDO***,SELEKTIA,PISOS DE MADERA,PISOS SÓLIDOS,ENCINO ROJO
F0321015003,ENCINO AMERICANO  -  DUELA SOLIDA ***,SELEKTIA,PISOS DE MADERA,PISOS SÓLIDOS,ENCINO ROJO
F0532015001,CHAPA DE ENCINO,FORESTIA,COMPLEMENTOS,CHAPAS,ENCINO ROJO
F0733101002,MDENCINO ROJO 4' X 8'   5.0mm,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0208015013,ENCINO ROJO PREMIUM 2450 X 1230 X   40mm (CANROJ40),FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0208015017,ENCINO ROJO 4' X 8'   4.2mm   A-4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0208015116,ENCINO ROJO 4' X 8'   18mm  C/C  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0211057020,MD ENCINO ROJO  4' X 8'   12mm   A/B,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211057021,MD ENCINO ROJO  4' X 8'   15mm   A/B,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211057022,MD ENCINO ROJO  4' X 8'   18mm   A/B (CANENC18),FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211057048,MD ENCINO ROJO  4' X 8'   18mm   B/B,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211015023,MD ENCINO ROJO  4' X 8'   12mm   A/B (TENERIFE),FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211015024,MD ENCINO ROJO  4' X 8'   18mm   A/B (TENERIFE),FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211015025,MD ENCINO ROJO  4' X 8'   15mm   A/B (TENERIFE),FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0211057053,MD ENCINO ROJO  4' X 8'   18mm   B/C,FORESTIA,TRIPLAY Y OTROS TABLEROS,MDENCHAPADO NATURAL,ENCINO ROJO
F0932015001,DECOFLEX MORI ROBLE EUROPEO .6MM X 3050 X 1240,FORESTIA,CHAPAS,CHAPAS,ENCINO ROJO
F1024725114,ENCINO ROJO  4' X 8'   4.2mm   C/4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F1024725115,ENCINO ROJO  4' X 8'   4.2mm   D/4  MULTIPLY,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F1024125002,ENCINO ROJO 4' X 8'   15mm   A/B  LISTON,FORESTIA,TRIPLAY Y OTROS TABLEROS,TRIPLAY DECORATIVO,ENCINO ROJO
F0435044004,"VIGA EUCALIPTO 4"" X 8"" X 5.9m",FORESTIA,DECKS Y VIGAS,VIGAS,EUCALIPTO
F0435044005,"VIGA EUCALIPTO 3"" X 6"" X 5.9m",FORESTIA,DECKS Y VIGAS,VIGAS,EUCALIPTO
F0435044006,"VIGA EUCALIPTO 2"" X 4"" X 5.9m",FORESTIA,DECKS Y VIGAS,VIGAS,EUCALIPTO
